zone,hour,value
FR,1,43832.6623347
FR,2,33796.3816467
FR,3,34202.6083347
FR,4,37345.3543347
FR,5,28018.785646700002
FR,6,37066.9363347
FR,7,37389.8093347
FR,8,21945.960646700005
FR,9,23991.6133347
FR,10,6819.7853347000055
FR,12,4355.7123347000015
FR,13,4699.250334700002
FR,15,15930.144334700002
FR,16,27918.0793347
FR,17,29278.752646700006
FR,18,37185.1793347
FR,19,44139.7783347
FR,20,33863.1306467
FR,21,40416.3413347
FR,22,41373.150334699996
FR,23,28006.7736467
FR,24,39694.3393347
FR,25,37648.2183347
FR,26,27732.087646699998
FR,27,33957.0683347
FR,28,27571.6113347
FR,29,25367.323646700002
FR,30,36963.703334699996
FR,31,39178.3643347
FR,32,31464.348646700004
FR,33,31003.8823347
FR,34,32774.680334699995
FR,35,20922.574646700006
FR,36,29704.8083347
FR,37,28532.5413347
FR,38,14476.939150449998
FR,39,26901.061334700003
FR,40,38447.5903347
FR,41,36321.194201421444
FR,42,49472.47744206797
FR,43,49478.050334700005
FR,44,37163.422871171446
FR,45,37098.7722541195
FR,46,43412.1953347
FR,47,35693.1256467
FR,48,41834.5048541195
FR,49,38973.257854119496
FR,50,28160.710363571503
FR,51,27752.4014541195
FR,52,30488.133154119503
FR,53,30552.9638541195
FR,54,23251.491866119497
FR,55,33909.8767541195
BE,56,36.87296881190742
FR,56,35332.9683347
FR,57,19808.429646700002
FR,58,22819.4046467
FR,59,28865.8083347
BE,60,647.6796022389099
FR,60,28395.358334699995
FR,61,27020.053334700002
BE,62,1016.8703022389095
FR,62,17998.791646700003
BE,63,1899.3810022389107
FR,63,23082.673334699997
BE,64,2365.905902238911
FR,64,32059.5623347
BE,65,1171.149702238909
FR,65,36766.3073347
BE,66,2181.679802238911
FR,66,30896.647646700003
BE,67,1642.1492073106274
FR,67,39933.1943347
FR,68,37146.3763347
FR,69,28976.019334700002
FR,70,26350.361646700003
FR,71,36769.2473347
FR,72,34257.8490515715
FR,73,22490.1636661195
FR,74,20803.5064661195
FR,75,21255.789754119498
FR,76,24651.3155515715
FR,77,24577.001454119505
FR,78,16405.472069869502
FR,79,27339.310854119503
FR,80,28749.1364541195
FR,81,27342.387454119496
FR,82,8517.929646700002
FR,83,18286.9183347
FR,84,15579.447334700002
FR,85,12482.907334699994
FR,86,4232.3576467
FR,87,18394.427754119508
BE,88,748.5985022389104
FR,88,19473.7456467
BE,89,1938.9425022389105
FR,89,35923.6873347
BE,90,2220.7056177639934
FR,90,41238.0233347
