zone,max_import_ntc,avg_import,max_export_ntc,avg_export,utilisation_in,utilisation_out
AT,8682.0,563.5158060551618,9006.0,-1424.3799874872104,0.06490622046246967,0.15815900371832228
BE,8040.0,3658.3439783414237,7440.0,-3796.0919037716003,0.45501790775390843,0.510227406420914
CH,10752.0,3302.0438731805907,13608.0,-6987.021318106297,0.3071097352288496,0.5134495383675998
CZ,3840.0,347.8555338203818,4200.0,-1285.665299077818,0.09058737859905777,0.30611078549471854
DE,31236.0,8648.116163025707,26118.0,-8586.974406745343,0.27686375217779824,0.3287761086892313
DK,8184.0,3239.5489372226248,9054.0,-3814.5703214413556,0.3958393129548662,0.42131326722347645
ES,3360.0,2249.1029661229427,3120.0,-629.9989237171399,0.6693758827746853,0.20192273196062174
FR,14772.0,1463.1611334053541,20940.0,-16279.314142746309,0.09904962993537464,0.7774266543813901
IT,10854.0,9785.131097839128,5346.0,-108.26087919858227,0.90152304199734,0.02025081915424285
NL,10860.0,8501.948239918245,9660.0,-1304.5449958826214,0.782868162055087,0.1350460658263583
NO,9282.0,1985.6134067380053,8922.0,-3325.2676995002744,0.21392085829972046,0.3727042927034605
PL,2040.0,1960.8824414006006,4680.0,-100.62123756411292,0.96121688303951,0.021500264436776266
SE,8820.0,862.5357247210696,8628.0,-3695.8138465135526,0.09779316606814849,0.42835116440815396
UK,4800.0,4773.112071515584,4800.0,-2.3864115546036277,0.9943983482324134,0.0004971690738757558
