zone,mc_el_maximum_mean,mc_el_maximum_std
FR,734.864592738539,404.10239722281887
AT,65.85753231862734,20.33513928641558
BE,188.7008348253309,250.63312053400034
CZ,11.780429838042409,1.2168200669226483
DE,67.4892354205662,16.64906055417173
DK,66.65495740337445,18.414404787403665
ES,84.52560174161714,18.659593258146995
IT,82.26987443794401,18.37842570125402
PL,66.3334856003374,6.614696890369549
SE,70.58877840495819,15.985477931846924
UK,108.01386159668489,5.079780183851266
CH,23.956537952742533,0.690237835012334
NO,8.097390427921063,1.3017790715662607
NL,75.13910602926475,14.441936559198515
