zone,mc_el_mean_mean,mc_el_mean_std
FR,14.461025731979323,1.8029370819133599
AT,16.920917946622957,2.8793925204169546
BE,14.007107381510435,2.7060032042459463
CH,15.615715422952725,1.0444513796074304
CZ,12.2156182588256,1.9390479064627837
DE,17.085986627935515,4.327270435419089
DK,16.073217285889726,3.183203951172859
ES,24.887132033801226,6.829996064690916
IT,59.04793900164032,26.379226833699907
PL,36.532524983406404,6.044924879424614
SE,11.534886722301072,0.8115827470483479
UK,37.154972181996236,6.673397037639199
NO,7.804004391717104,0.6788334198984266
NL,37.87868405802478,11.569852840872521
