from,to,constrained_maximum_mean
AT,CH,0.9376712328767123
AT,CZ,0.2228310502283105
AT,DE,0.021232876712328767
AT,IT,0.9590182648401826
BE,DE,0.9832191780821918
BE,FR,0.6158675799086758
BE,NL,0.8819634703196347
BE,UK,0.8046803652968036
CH,DE,0.9178082191780822
CH,FR,0.9353881278538813
CH,IT,0.6545662100456621
CZ,DE,0.18915525114155252
CZ,PL,0.9744292237442922
DE,DK,0.2713470319634703
DE,FR,0.9648401826484019
DE,NL,0.8259132420091324
DE,NO,0.8342465753424657
DE,PL,0.9745433789954338
DE,SE,0.9901826484018265
DK,NL,0.6537671232876713
DK,NO,0.3610730593607306
DK,SE,0.9091324200913242
ES,FR,0.9657534246575342
FR,IT,0.9205479452054794
FR,UK,0.970662100456621
NL,NO,0.6312785388127854
NL,UK,0.9995433789954338
NO,SE,0.6778538812785389
PL,SE,0.9922374429223745
