from,to,constrained_maximum_mean
AT,CH,0.5179223744292237
AT,CZ,0.34714611872146117
AT,DE,0.10148401826484019
AT,IT,0.9982876712328768
BE,DE,0.6851598173515981
BE,FR,0.95
BE,NL,0.3938356164383562
BE,UK,0.9799086757990868
CH,DE,0.391324200913242
CH,FR,0.9332191780821918
CH,IT,0.9976027397260274
CZ,DE,0.04098173515981735
CZ,PL,0.9393835616438356
DE,DK,0.1476027397260274
DE,FR,0.9337899543378996
DE,NL,0.9385844748858447
DE,NO,0.6065068493150685
DE,PL,0.9530821917808219
DE,SE,0.7681506849315068
DK,NL,0.9598173515981735
DK,NO,0.5254566210045662
DK,SE,0.40821917808219177
ES,FR,0.9289954337899543
FR,IT,0.9960045662100456
FR,UK,0.9992009132420091
NL,NO,0.9517123287671233
NL,UK,0.9752283105022831
NO,SE,0.23139269406392693
PL,SE,0.9849315068493151
