from,to,constrained_maximum_mean
AT,CH,0.39360730593607307
AT,CZ,0.3015981735159817
AT,DE,0.03299086757990868
AT,IT,0.9954337899543378
BE,DE,0.47271689497716896
BE,FR,0.8714611872146119
BE,NL,0.3461187214611872
BE,UK,0.9897260273972602
CH,DE,0.27157534246575343
CH,FR,0.8238584474885845
CH,IT,0.9939497716894977
CZ,DE,0.01004566210045662
CZ,PL,0.8157534246575342
DE,DK,0.304337899543379
DE,FR,0.8264840182648402
DE,NL,0.759703196347032
DE,NO,0.8203196347031964
DE,PL,0.8736301369863013
DE,SE,0.9125570776255708
DK,NL,0.871689497716895
DK,NO,0.6371004566210046
DK,SE,0.4537671232876712
ES,FR,0.8681506849315068
FR,IT,0.996689497716895
FR,UK,0.9990867579908675
NL,NO,0.8680365296803653
NL,UK,0.9850456621004566
NO,SE,0.22134703196347033
PL,SE,0.9732876712328767
