zone,mc_el_mean_mean,mc_el_mean_std
FR,23.303745184982596,9.168171401755648
AT,34.80167940140716,8.70455855311936
BE,24.999602944402845,9.825235697025546
CH,16.142088810416848,1.3869794472289205
CZ,13.074135871706666,10.748306077792218
DE,25.601405874538163,6.038566546833671
DK,33.29101020481485,7.382464782783585
ES,35.515827821380945,9.457250951820486
IT,60.5933834856803,26.20317461614783
PL,39.796753976212706,9.514990388045101
SE,27.846521931464828,5.475969957375346
UK,44.411207595215274,5.589355067879322
NO,7.819631440916645,0.7257060272773392
NL,47.671427009487374,9.778898593753166
