zone,mc_el_mean_mean,mc_el_mean_std
FR,34.751677431904824,28.579976065493337
AT,35.04483860710026,8.756582532938973
BE,25.532232794368916,10.398904401758768
CH,16.051839335059753,1.2785992545019493
CZ,12.299325640117722,1.902314880852105
DE,25.029361035518463,5.930523356939922
DK,32.94322831707045,7.426199511569582
ES,35.09023146597451,9.680830995286753
IT,61.343569787534854,25.257223568528698
PL,91.88530834373566,69.73723766368984
SE,22.594580700108068,3.7551248351533832
UK,44.34788830227451,5.604967322452509
NO,7.815684835368429,0.7171860475757654
NL,48.785502248868994,9.624525338932115
