zone,mc_el_mean_mean,mc_el_mean_std
FR,31.66816187852365,22.61217445962259
AT,31.224034905285354,9.06153767997444
BE,24.218339243131332,8.63590094737291
CH,16.18849695619437,1.2904923959521049
CZ,12.380383164371999,1.8941302007914718
DE,24.2177903265492,5.595320050205761
DK,32.03553940412578,7.532785427468657
ES,33.98934964302928,9.626152817893548
IT,62.11962580561319,26.746520433900834
PL,86.54035929193637,69.00920490552853
SE,22.392539860863938,3.5639926110092537
UK,44.37442225258538,5.514229859653536
NO,7.816588780137718,0.7095117547085548
NL,48.51973010643534,10.152322214034633
