from,to,constrained_maximum_mean
AT,CH,0.6769406392694064
AT,CZ,0.25296803652968036
AT,DE,0.1649543378995434
AT,IT,0.9557077625570777
BE,DE,0.7030821917808219
BE,FR,0.6914383561643835
BE,NL,0.7234018264840183
BE,UK,0.9885844748858448
CH,DE,0.7719178082191781
CH,FR,0.7705479452054794
CH,IT,0.9124429223744293
CZ,DE,0.21495433789954338
CZ,PL,0.9787671232876712
DE,DK,0.5990867579908675
DE,FR,0.8818493150684932
DE,NL,0.978310502283105
DE,NO,0.9739726027397261
DE,PL,0.9639269406392694
DE,SE,0.9581050228310503
DK,NL,0.9843607305936073
DK,NO,0.8616438356164383
DK,SE,0.7744292237442922
ES,FR,0.8633561643835617
FR,IT,0.9240867579908676
FR,UK,0.9997716894977169
NL,NO,0.9583333333333334
NL,UK,0.9837899543378995
NO,SE,0.15136986301369862
PL,SE,0.9992009132420091
