from,to,constrained_maximum_mean
AT,CH,0.5316210045662101
AT,CZ,0.3452054794520548
AT,DE,0.09840182648401827
AT,IT,0.9986301369863013
BE,DE,0.6915525114155251
BE,FR,0.9570776255707762
BE,NL,0.4021689497716895
BE,UK,0.9800228310502284
CH,DE,0.38253424657534246
CH,FR,0.9356164383561644
CH,IT,0.9982876712328768
CZ,DE,0.040753424657534246
CZ,PL,0.9374429223744293
DE,DK,0.14726027397260275
DE,FR,0.938013698630137
DE,NL,0.9324200913242009
DE,NO,0.6013698630136987
DE,PL,0.9518264840182649
DE,SE,0.772945205479452
DK,NL,0.9676940639269407
DK,NO,0.5214611872146119
DK,SE,0.4065068493150685
ES,FR,0.9389269406392694
FR,IT,0.9962328767123287
FR,UK,0.9992009132420091
NL,NO,0.9583333333333334
NL,UK,0.9768264840182649
NO,SE,0.2226027397260274
PL,SE,0.9849315068493151
