from,to,constrained_maximum_mean
AT,CH,0.3944063926940639
AT,CZ,0.19611872146118722
AT,DE,0.05319634703196347
AT,IT,0.9439497716894977
BE,DE,0.6440639269406393
BE,FR,0.6560502283105023
BE,NL,0.6135844748858448
BE,UK,0.992579908675799
CH,DE,0.517351598173516
CH,FR,0.7239726027397261
CH,IT,0.8839041095890411
CZ,DE,0.11655251141552511
CZ,PL,0.9644977168949772
DE,DK,0.5676940639269407
DE,FR,0.8494292237442922
DE,NL,0.8481735159817352
DE,NO,0.9684931506849315
DE,PL,0.955365296803653
DE,SE,0.9522831050228311
DK,NL,0.9547945205479452
DK,NO,0.8519406392694064
DK,SE,0.7400684931506849
ES,FR,0.8373287671232876
FR,IT,0.8922374429223744
FR,UK,0.9997716894977169
NL,NO,0.9149543378995434
NL,UK,0.9751141552511415
NO,SE,0.28401826484018267
PL,SE,0.9979452054794521
