zone,max_import_ntc,avg_import,max_export_ntc,avg_export,utilisation_in,utilisation_out
AT,8682.0,313.6558653234392,9006.0,-4224.64206941647,0.036127144128477215,0.46909194641533086
BE,8040.0,2994.393076792335,7440.0,-2065.0915884294463,0.37243694984979286,0.2775660737136353
CH,10752.0,2833.046620968128,13608.0,-3647.1127231492037,0.26349019912277977,0.2680123988204882
CZ,3840.0,1768.830682444788,4200.0,-774.3460452355877,0.4606329902199969,0.18436810600847325
DE,31236.0,8145.09619318337,26118.0,-9431.51377488914,0.260759898616448,0.36111163852091044
DK,8184.0,2279.811866166788,9054.0,-3592.1525677426566,0.27856938736153325,0.3967475776168165
ES,3360.0,1.2443065335673507,3120.0,-3014.6319836984844,0.0003703293254664734,0.9662281999033604
FR,14772.0,12886.048624474677,20940.0,-602.6617324743718,0.8723293138691225,0.02878040747251059
IT,10854.0,537.3096696709251,5346.0,-4556.29105556415,0.049503378447662165,0.8522804069517677
NL,10860.0,2027.9064690902437,9660.0,-5387.060676526599,0.1867317190690832,0.5576667367004762
NO,9282.0,2466.272415057043,8922.0,-4249.3159190560555,0.26570484971526,0.4762739205397955
PL,2040.0,1972.5591366032959,4680.0,-1.685712713027854,0.9669407532369098,0.0003601950241512508
SE,8820.0,6078.361260204723,8628.0,-965.3487312332068,0.6891566054653882,0.11188557385642174
UK,4800.0,1200.7215009450435,4800.0,-2993.4031073299657,0.2501503126968841,0.6236256473604095
