zone,mc_el_maximum_mean,mc_el_maximum_std
FR,55.889770318105164,56.406513876256916
AT,68.07892051519839,18.28252967189147
BE,70.56809775300387,58.780370733283654
CH,23.10915585309604,2.419389360053417
CZ,23.116400607515416,73.62234220938903
DE,70.5690700341759,19.87120576703452
DK,67.95272334332711,20.216599079549763
ES,80.7143692338725,22.695093774784226
IT,79.92808177107631,21.545950035148195
PL,73.86958817029617,59.317672105944865
SE,77.00603040808434,16.124804997582892
UK,105.45534785780438,9.750710465311903
NO,8.114319611475787,1.397526680961594
NL,79.22017392006812,13.939402646175505
