from,to,constrained_maximum_mean
AT,CH,0.9301369863013699
AT,CZ,0.2278538812785388
AT,DE,0.019634703196347032
AT,IT,0.9550228310502283
BE,DE,0.9811643835616438
BE,FR,0.5952054794520548
BE,NL,0.8788812785388128
BE,UK,0.8012557077625571
CH,DE,0.904337899543379
CH,FR,0.931392694063927
CH,IT,0.6571917808219178
CZ,DE,0.18904109589041096
CZ,PL,0.9746575342465753
DE,DK,0.266324200913242
DE,FR,0.9608447488584475
DE,NL,0.8208904109589041
DE,NO,0.8486301369863014
DE,PL,0.9740867579908675
DE,SE,0.9892694063926941
DK,NL,0.6445205479452055
DK,NO,0.36210045662100454
DK,SE,0.9060502283105023
ES,FR,0.9625570776255707
FR,IT,0.9165525114155251
FR,UK,0.9692922374429224
NL,NO,0.6317351598173516
NL,UK,0.9995433789954338
NO,SE,0.6759132420091324
PL,SE,0.9922374429223745
