zone,mc_el_mean_mean,mc_el_mean_std
FR,24.555282495202622,5.926924663568716
AT,34.53834303681629,8.287699238914449
BE,23.331604203543336,7.44989114312909
CH,16.280289727046224,1.4449694003404807
CZ,12.432325109220097,1.637456717045998
DE,25.109702180662552,5.742360836117773
DK,32.85226217491631,7.271457816747679
ES,34.92582764376207,9.553963617960695
IT,58.260901717072834,26.759424275501882
PL,39.13135998218527,6.1255886555541395
SE,23.531430199846273,3.2676131269198314
UK,43.60159771845295,6.100056650454026
NO,8.040961941061706,1.327792163097209
NL,43.59236581639654,13.34609688263335
