from,to,constrained_maximum_mean
AT,CH,0.2874429223744292
AT,CZ,0.28641552511415524
AT,DE,0.02910958904109589
AT,IT,0.6255707762557078
BE,DE,0.6831050228310502
BE,FR,0.3013698630136986
BE,NL,0.36404109589041095
BE,UK,0.8881278538812786
CH,DE,0.433675799086758
CH,FR,0.49577625570776257
CH,IT,0.30182648401826484
CZ,DE,0.08070776255707762
CZ,PL,0.7849315068493151
DE,DK,0.2656392694063927
DE,FR,0.4474885844748858
DE,NL,0.430365296803653
DE,NO,0.6840182648401827
DE,PL,0.6606164383561643
DE,SE,0.6777397260273973
DK,NL,0.2908675799086758
DK,NO,0.3921232876712329
DK,SE,0.37990867579908677
ES,FR,0.8374429223744292
FR,IT,0.5850456621004566
FR,UK,0.9463470319634704
NL,NO,0.6566210045662101
NL,UK,0.9165525114155251
NO,SE,0.446689497716895
PL,SE,0.7654109589041096
