zone,max_import_ntc,avg_import,max_export_ntc,avg_export,utilisation_in,utilisation_out
AT,8682.0,526.7427737014524,9006.0,-2050.2957154304545,0.060670671930598066,0.2276588624728464
BE,8040.0,3448.8333202564572,7440.0,-2201.0187558327775,0.42895936819110164,0.29583585427859915
CH,10752.0,2305.9218648901865,13608.0,-3183.1794989394375,0.2144644591601736,0.23391971626539076
CZ,3840.0,1371.4892726464404,4200.0,-494.94882074355456,0.3571586647516772,0.11784495731989394
DE,31236.0,4568.677491065414,26118.0,-11146.70682349245,0.14626320563021558,0.4267825569910579
DK,8184.0,1537.1469852512253,9054.0,-3437.3237147185528,0.18782343417048206,0.3796469753389168
ES,3360.0,1.5368193925118594,3120.0,-3066.0026348378938,0.0004573867239618629,0.9826931521916327
FR,14772.0,13559.120223917027,20940.0,-591.168202600642,0.917893326828935,0.028231528299935145
IT,10854.0,1114.753334092669,5346.0,-2866.244175491487,0.10270437940783758,0.5361474327518682
NL,10860.0,2319.5263867595104,9660.0,-4579.388850662288,0.2135843818378923,0.4740568168387462
NO,9282.0,1934.438046497292,8922.0,-3273.4761594878323,0.20840746029921267,0.36689936779733606
PL,2040.0,763.7046866101437,4680.0,-1142.9526279309964,0.37436504245595276,0.24422064699380266
SE,8820.0,5708.0617591557,8628.0,-404.3711730063972,0.6471725350516667,0.046867312587667735
UK,4800.0,1909.1335742793185,4800.0,-2632.0093853405856,0.39773616130819134,0.548335288612622
