from,to,constrained_maximum_mean
AT,CH,0.644406392694064
AT,CZ,0.23835616438356164
AT,DE,0.20079908675799088
AT,IT,0.9695205479452055
BE,DE,0.6457762557077625
BE,FR,0.7213470319634703
BE,NL,0.7886986301369863
BE,UK,0.9914383561643836
CH,DE,0.730593607305936
CH,FR,0.7613013698630137
CH,IT,0.9383561643835616
CZ,DE,0.2813926940639269
CZ,PL,0.992351598173516
DE,DK,0.6574200913242009
DE,FR,0.8909817351598174
DE,NL,0.994406392694064
DE,NO,0.9700913242009133
DE,PL,0.9939497716894977
DE,SE,0.9519406392694064
DK,NL,0.9893835616438356
DK,NO,0.8632420091324201
DK,SE,0.7858447488584475
ES,FR,0.8657534246575342
FR,IT,0.9402968036529681
FR,UK,0.9997716894977169
NL,NO,0.9726027397260274
NL,UK,0.9860730593607306
NO,SE,0.19726027397260273
PL,SE,0.9995433789954338
