zone,max_import_ntc,avg_import,max_export_ntc,avg_export,utilisation_in,utilisation_out
AT,5788.0,652.76141586028,6004.0,-1620.1060148765375,0.11277840633384242,0.2698377772945599
BE,5360.0,1528.1117119046103,4960.0,-1762.3377183061352,0.2850954686389198,0.3553100238520434
CH,7168.0,1703.8937629325876,9072.0,-3999.489807101965,0.237708393266265,0.44086086938954644
CZ,2560.0,734.2467634971717,2800.0,-678.5656078788444,0.2868151419910827,0.24234485995673014
DE,20824.0,3441.569551338156,17412.0,-8247.289588537897,0.16526937914608894,0.4736555012943887
DK,5456.0,1248.9557074322038,6036.0,-2467.372844434961,0.2289141692507705,0.40877615050280997
ES,2240.0,618.0329149753444,2080.0,-1299.7572847926594,0.27590755132827877,0.6248833099964709
FR,9848.0,5382.674282391094,13960.0,-3507.7183643354365,0.5465753739227349,0.2512692238062634
IT,7236.0,3707.627791984232,3564.0,-1014.832164386467,0.5123863725793576,0.2847452762027124
NL,7240.0,3719.531233591289,6440.0,-1637.0038749502207,0.513747407954598,0.25419314828419576
NO,6188.0,1489.057766671065,5948.0,-2828.783602738435,0.24063635531206612,0.475585676317827
PL,1360.0,1099.3450194493698,3120.0,-142.1301652199906,0.8083419260657131,0.045554540134612374
SE,5880.0,2542.7895724438376,5752.0,-1187.3322264526116,0.4324472061979316,0.20642076259607295
UK,3200.0,2775.76453755764,3200.0,-251.64276801671855,0.8674264179867625,0.07863836500522454
