zone,hour,value
CZ,160,363.95623304165065
PL,160,670.2295087530015
CZ,161,465.2862330416506
PL,161,642.209508753001
CZ,162,279.32623304164963
PL,162,266.6595087530018
CZ,163,178.64623304164934
PL,163,107.85950875299898
CZ,184,283.6062330416503
PL,184,315.6295087529993
CZ,185,374.27623304165036
PL,185,429.4795087530015
CZ,186,141.69623304165043
PL,186,80.57950875300014
CZ,208,48.07574179464791
CZ,281,80.90623304164956
PL,281,60.02950875300087
CZ,353,79.57574179464973
BE,450,2111.447852688908
BE,451,1617.6619526889062
CZ,473,121.97574179465119
BE,474,1649.6651526889036
BE,475,1033.5141526889051
BE,498,1721.7498022389118
FR,498,235.0061504500045
BE,499,1325.1133022389113
FR,499,5.067150450006011
BE,512,517.641452688908
CZ,521,68.10623304165028
PL,521,32.82950875300014
BE,522,1878.0847022389098
FR,522,1314.921150449998
BE,523,1455.28710223891
FR,523,1432.3791504499968
BE,535,1546.4113022389101
FR,535,359.4361504499975
BE,536,1835.4264022389107
FR,536,982.4991504500067
CZ,545,67.53623304165058
PL,545,33.07950875300014
BE,546,1084.7475022389094
FR,546,1980.3301504499977
BE,547,264.4245022389091
FR,547,1621.8891504500061
CZ,617,147.38574179464922
CZ,641,260.3062330416492
PL,641,112.7295087530016
CZ,665,151.23574179464777
BE,786,1785.3368022389095
FR,786,178.1531504500017
BE,787,1349.4389022389096
FR,787,1230.8011504500028
BE,799,1514.3516022389122
FR,799,228.82715045000077
BE,800,1382.45890223891
FR,800,93.97415044999798
CZ,809,322.57623304164963
PL,809,258.7589733029996
BE,810,1297.9613022389112
FR,810,1658.4281504499959
BE,811,820.2118022389109
FR,811,2478.5551504500036
CZ,833,413.9362330416502
PL,833,91.19107330299778
BE,834,1145.2881022389097
CZ,834,93.3657417946506
FR,834,1751.648150449997
BE,835,781.3739022389104
FR,835,3018.6561504499987
BE,847,1374.4286022389097
FR,847,401.7431504499982
CZ,857,503.59623304165007
PL,857,83.57950875300014
BE,858,274.05460223891123
CZ,858,242.44574179465053
FR,858,3600.6541504500055
FR,859,4082.3140526889088
FR,871,1672.9378526889038
CZ,881,292.26623304165014
PL,881,13.679508752998686
FR,882,3189.7574526889157
FR,883,3802.387552688918
CZ,953,159.4457417946487
BE,955,463.69245268891336
CZ,7840,78.43574179465213
CZ,7841,29.806233041649193
PL,7841,13.059508752999704
CZ,7864,129.5562330416492
PL,7864,3.7695087529988314
CZ,7865,129.3162330416494
PL,7865,153.88950875300134
CZ,7888,342.2862330416506
PL,7888,347.4095087530018
CZ,7889,229.28623304165058
PL,7889,285.2295087530015
CZ,7912,164.73623304164948
PL,7912,346.8695087530009
CZ,7913,107.84623304165007
PL,7913,262.8395087529984
PL,7936,430.52574179464864
PL,7937,265.03574179464886
CZ,8056,24.20623304165065
PL,8056,244.6195087530009
PL,8080,4.795741794649189
CZ,8200,5.785741794650676
CZ,8224,351.58623304164985
PL,8224,263.7395087529999
CZ,8225,158.8662330416505
PL,8225,73.63950875300145
CZ,8248,124.79574179464908
CZ,8249,96.52574179465228
CZ,8272,10.56574179465133
CZ,8344,262.15623304164956
PL,8344,360.2295087530015
CZ,8345,169.42623304165
PL,8345,232.03950875299915
CZ,8368,148.75623304164992
PL,8368,587.6695087530002
CZ,8369,30.406233041649557
PL,8369,353.2295087530015
CZ,8392,112.39623304164934
PL,8392,391.8795087529993
CZ,8393,71.65623304164956
PL,8393,242.73950875299988
CZ,8416,20.89623304164934
PL,8416,182.71950875299945
