zone,mc_el_maximum_mean,mc_el_maximum_std
FR,19.610114419397025,7.896266399642086
AT,22.79784688999725,2.750014204925241e-12
BE,19.586323304619157,8.704712595243665
CH,22.5560086771507,2.7987236616089515
CZ,17.7190909927113,3.376400885753683
DE,40.20341714772206,18.376961966952436
DK,19.18101205618252,5.507972269920982
ES,55.18847220419723,22.053615632898218
IT,74.6244032763376,27.20114399015656
PL,64.78270763613092,8.161548951977684
SE,18.417543600039707,0.5001677315412831
UK,90.84225502375809,18.57830516570384
NO,8.148025135449423,1.4346978497081706
NL,51.58033733074441,29.992211172053988
