zone,mc_el_mean_mean,mc_el_mean_std
FR,160.8129559321052,73.47644667254808
AT,33.06390630075685,7.473047490900145
BE,62.323643737617886,46.80708854641738
CZ,10.665925425060726,8.837327089510572
DE,25.38835909591473,5.9407064757705985
DK,32.501788026161556,7.001209033267092
ES,40.01698962563575,10.005159779494715
IT,64.53233347658839,24.653442731176252
PL,37.4080808349488,5.5576343426077015
SE,34.84803147621516,13.865771390933727
UK,52.222323190676946,5.389335981916175
CH,15.506859042346228,1.472533370864631
NO,7.808742824580993,0.690871682001674
NL,46.00383025022935,9.344051873658705
