zone,mc_el_mean_mean,mc_el_mean_std
FR,15.303337053656886,2.0878293323187638
AT,17.177156846349693,2.950053777705543
BE,13.725490302731194,1.7554588493481356
CH,15.945034483971325,1.1723033895424997
CZ,12.39498193928975,1.709512499114809
DE,16.908738102622703,4.312959204541218
DK,16.7338812592991,2.1714274667088818
ES,23.733672643848298,6.694813006288447
IT,54.04328275585108,29.104829565916788
PL,35.847494953134714,6.228199945011602
SE,11.743779220698066,0.6467967909988381
UK,35.20180169111205,7.308554443000798
NO,7.89700858023801,0.8798322331039861
NL,21.85121596378166,15.014543325626695
