zone,mc_el_mean_mean,mc_el_mean_std
FR,155.28239924785726,76.01811052812302
AT,32.171150794922056,6.411729986122685
BE,57.0267638357695,40.74035432120807
CZ,10.388096885246497,1.7673774082074136
DE,24.565254566724004,6.285334663825935
DK,32.2475841465485,7.156569606532899
ES,39.12020256372734,10.222107218405263
IT,64.77001337744572,25.526584665705986
PL,37.362322991659596,5.5431753135975885
SE,34.481635474058706,11.877496695664487
UK,52.23142431163857,5.425125380031463
CH,15.61982760638774,1.539954975989029
NO,7.805678682893587,0.6778183333845013
NL,45.989885754413436,9.444064602930608
