from,to,constrained_maximum_mean
AT,CH,0.3644977168949772
AT,CZ,0.42363013698630136
AT,DE,0.03321917808219178
AT,IT,0.6406392694063927
BE,DE,0.8407534246575342
BE,FR,0.3698630136986301
BE,NL,0.4831050228310502
BE,UK,0.8753424657534247
CH,DE,0.5593607305936074
CH,FR,0.6238584474885844
CH,IT,0.5384703196347032
CZ,DE,0.1408675799086758
CZ,PL,0.772945205479452
DE,DK,0.37773972602739725
DE,FR,0.8900684931506849
DE,NL,0.567351598173516
DE,NO,0.8244292237442923
DE,PL,0.8251141552511415
DE,SE,0.6888127853881278
DK,NL,0.6868721461187215
DK,NO,0.5232876712328767
DK,SE,0.313013698630137
ES,FR,0.8460045662100457
FR,IT,0.6698630136986301
FR,UK,0.8759132420091325
NL,NO,0.9123287671232877
NL,UK,0.9545662100456621
NO,SE,0.461986301369863
PL,SE,0.828310502283105
