zone,max_import_ntc,avg_import,max_export_ntc,avg_export,utilisation_in,utilisation_out
AT,8682.0,578.4731938054551,9006.0,-1948.0843992280786,0.06662902485665229,0.2163096157259692
BE,8040.0,3416.1709127344293,7440.0,-2146.2301661189604,0.424896879693337,0.2884717965213656
CH,10752.0,2415.6104589859165,13608.0,-3267.442460050998,0.22466615131937467,0.24011187978034965
CZ,3840.0,1454.9750875629534,4200.0,-478.18070557896266,0.3788997623861858,0.11385254894737207
DE,31236.0,4935.622810994622,26118.0,-10568.608714984599,0.15801071875382963,0.4046484690628914
DK,8184.0,1413.909957996727,9054.0,-3280.7518258111304,0.17276514638278676,0.3623538575006771
ES,3360.0,1.6117848725930712,3120.0,-3023.7679670156385,0.00047969787874793787,0.9691563996844995
FR,14772.0,13274.705553589716,20940.0,-678.1020284924216,0.8986396935817571,0.032383095916543536
IT,10854.0,982.3844458362134,5346.0,-3136.289898185073,0.09050897787324612,0.5866610359493215
NL,10860.0,2200.8209191107376,9660.0,-4751.913485209386,0.20265385995494822,0.49191650985604407
NO,9282.0,1805.856192088594,8922.0,-3421.6051637911737,0.19455464254348137,0.3835020358429919
PL,2040.0,745.0662573805288,4680.0,-1171.9597108651574,0.3652285575394749,0.25041874163785416
SE,8820.0,5719.5281977077775,8628.0,-414.7995042347635,0.6484725847741244,0.048075974065225256
UK,4800.0,1945.877585186942,4800.0,-2602.877328286866,0.40539116358061295,0.5422661100597638
