zone,mc_el_maximum_mean,mc_el_maximum_std
FR,22.073442549719363,12.24282933122892
AT,22.797846889997047,2.9524768275666547e-12
BE,25.43448267699409,20.548370246417537
CH,23.855316092022765,0.9255083275590809
CZ,18.487335032427243,0.5719927167908263
DE,52.20985293425176,14.385801906458598
DK,23.678731921095206,6.83927929790144
ES,66.76971234481556,18.674154756432305
IT,82.60407889309597,17.682669872651832
PL,68.466525782597,3.512910733734472
SE,18.472486535025816,0.22188645449280875
UK,92.27532817861773,15.209714243753426
NO,8.077941223299673,1.2845148889972282
NL,66.68903767621877,21.459236297060595
