zone,max_import_ntc,avg_import,max_export_ntc,avg_export,utilisation_in,utilisation_out
AT,7235.0,542.8741580483156,7505.0,-1349.450998013626,0.07503443787813623,0.17980692844951712
BE,6700.0,3116.987195255383,6200.0,-3233.92579647507,0.46522196944110195,0.5216009349153339
CH,8960.0,2888.766333258001,11340.0,-6561.208108234646,0.32240695683683046,0.5785897802676054
CZ,3200.0,328.0315507847823,3500.0,-1208.5425138455807,0.10250985962024448,0.34529786109873734
DE,26030.0,8223.234843373184,21765.0,-7417.705258073564,0.3159137473443405,0.340808879305011
DK,6820.0,3078.6844753771843,7545.0,-3107.642072940735,0.45142001105237306,0.4118809904494016
ES,2800.0,1904.5049308651603,2600.0,-517.187861344731,0.680180332451843,0.19891840820951193
FR,12310.0,1183.3611149533092,17450.0,-13806.007358616911,0.0961300662025434,0.7911752067975307
IT,9045.0,8235.138043430785,4455.0,-93.75924682795933,0.9104630230437573,0.02104584665049592
NL,9050.0,7444.446481860157,8050.0,-1057.4942766840013,0.8225907714762605,0.1313657486563977
NO,7735.0,1784.7171100111364,7435.0,-3124.4234815158643,0.23073265804927426,0.4202318065253348
PL,1700.0,1643.3850171213794,3900.0,-77.94524887102419,0.966697068894929,0.019985961248980562
SE,7350.0,761.606490735344,7190.0,-3565.0495974722367,0.1036199307122917,0.49583443636609686
UK,4000.0,3985.8320806858533,4000.0,-1.2280068440245966,0.9964580201714633,0.00030700171100614914
