zone,mc_el_mean_mean,mc_el_mean_std
FR,33.85269641866577,27.012423710189722
AT,35.00663639263036,8.807038199432089
BE,25.284931890176306,9.45178347880644
CH,16.119430485134004,1.2944852465292818
CZ,12.317589265723814,1.8937934774354186
DE,24.91456210411839,5.788500168357012
DK,32.825310273747036,7.387482699664258
ES,34.95093807963698,9.638524163847558
IT,61.633778211890416,25.742604222451675
PL,90.8598809885278,69.77047705145446
SE,22.598736618816684,3.762942694557254
UK,44.32930399172941,5.611420933132889
NO,7.819423047375731,0.72368324421507
NL,48.72036783025965,9.752684636487244
