zone,mc_el_mean_mean,mc_el_mean_std
FR,161.4605009153366,73.14649374533616
AT,35.610850082018544,9.096455629060019
BE,63.662846728197906,47.89042107153476
CZ,17.93652561436609,34.43323327807109
DE,24.674924138130514,6.608032896862559
DK,34.82232213926202,8.226389024073828
ES,38.59814042868368,11.150887193073661
IT,64.67933078780885,24.089779606766285
NO,22.429582437155645,18.578550763035516
PL,54.72176879831213,44.19381067984768
SE,43.20347727692258,15.0869466917524
UK,52.22258073704232,5.414898055333573
CH,16.033427279083963,1.785061598914211
NL,49.74443757251798,8.582548488154043
