from,to,constrained_maximum_mean
AT,CH,0.9309360730593608
AT,CZ,0.3117579908675799
AT,DE,0.06278538812785388
AT,IT,0.954337899543379
BE,DE,0.9777397260273972
BE,FR,0.5417808219178082
BE,NL,0.872716894977169
BE,UK,0.8544520547945206
CH,DE,0.9114155251141552
CH,FR,0.9360730593607306
CH,IT,0.7174657534246576
CZ,DE,0.34257990867579907
CZ,PL,0.9762557077625571
DE,DK,0.26449771689497714
DE,FR,0.9603881278538813
DE,NL,0.8740867579908675
DE,NO,0.8551369863013699
DE,PL,0.9764840182648402
DE,SE,0.9900684931506849
DK,NL,0.7695205479452055
DK,NO,0.39257990867579906
DK,SE,0.9465753424657535
ES,FR,0.9621004566210045
FR,IT,0.9288812785388127
FR,UK,0.977283105022831
NL,NO,0.7118721461187215
NL,UK,0.9990867579908675
NO,SE,0.8238584474885845
PL,SE,0.9931506849315068
