zone,mc_el_mean_mean,mc_el_mean_std
FR,14.430347647102211,1.940542717187469
AT,16.357839171409054,2.897166432888364
BE,13.715513568159633,3.140655352257617
CH,15.351050989016585,0.9893752527187761
CZ,11.648532532108762,1.5899962116761215
DE,17.329294665419038,4.473525645419222
DK,15.935949049409702,3.495270209547774
ES,25.812899704486842,7.167768520829643
IT,62.98418367083811,27.068975292801156
PL,36.60584433098481,6.009804994715365
SE,11.517858623751115,0.8157698433874111
UK,38.36042458034999,8.022382006392775
NO,7.800648432745912,0.663358244330999
NL,38.60541435407086,11.996699183950511
