from,to,constrained_maximum_mean
AT,CH,0.39680365296803655
AT,CZ,0.2982876712328767
AT,DE,0.03641552511415525
AT,IT,0.9980593607305936
BE,DE,0.5205479452054794
BE,FR,0.8867579908675799
BE,NL,0.3832191780821918
BE,UK,0.9908675799086758
CH,DE,0.25924657534246576
CH,FR,0.852054794520548
CH,IT,0.9970319634703196
CZ,DE,0.01221461187214612
CZ,PL,0.8415525114155251
DE,DK,0.3213470319634703
DE,FR,0.833675799086758
DE,NL,0.7805936073059361
DE,NO,0.8036529680365296
DE,PL,0.8948630136986301
DE,SE,0.916324200913242
DK,NL,0.8738584474885844
DK,NO,0.6405251141552512
DK,SE,0.4434931506849315
ES,FR,0.8906392694063927
FR,IT,0.9996575342465753
FR,UK,0.9997716894977169
NL,NO,0.8756849315068493
NL,UK,0.9871004566210045
NO,SE,0.2617579908675799
PL,SE,0.9732876712328767
