from,to,constrained_maximum_mean
AT,CH,0.5549086757990868
AT,CZ,0.3978310502283105
AT,DE,0.03721461187214612
AT,IT,0.705365296803653
BE,DE,0.9038812785388128
BE,FR,0.3791095890410959
BE,NL,0.48447488584474885
BE,UK,0.8751141552511416
CH,DE,0.6603881278538812
CH,FR,0.7584474885844749
CH,IT,0.6860730593607306
CZ,DE,0.14063926940639268
CZ,PL,0.8287671232876712
DE,DK,0.5067351598173516
DE,FR,0.9240867579908676
DE,NL,0.6987442922374429
DE,NO,0.8777397260273972
DE,PL,0.8460045662100457
DE,SE,0.776255707762557
DK,NL,0.8244292237442923
DK,NO,0.6280821917808219
DK,SE,0.34006849315068494
ES,FR,0.8761415525114156
FR,IT,0.7248858447488584
FR,UK,0.8817351598173516
NL,NO,0.9100456621004567
NL,UK,0.9670091324200913
NO,SE,0.5450913242009132
PL,SE,0.8226027397260274
