zone,mc_el_mean_mean,mc_el_mean_std
FR,23.01300520341149,8.465101249420346
AT,34.61247497398594,8.646828180665409
BE,24.628697191447777,9.669731635685308
CH,16.134149667600372,1.3464289298470864
CZ,12.620435536721743,6.946821151211855
DE,25.418046317242737,5.913199602876376
DK,33.0811121125932,7.274755323013086
ES,35.32601587590871,9.467773118651378
IT,60.80795429353209,26.5476284982792
PL,39.54101614180564,7.6405863108948875
SE,27.527929496278354,5.438913234739652
UK,44.45602204058083,5.5046157890895255
NO,7.815922269513694,0.7352100717541391
NL,47.28274778604351,9.916628258443687
