from,to,constrained_maximum_mean
AT,CH,0.3515981735159817
AT,CZ,0.4797945205479452
AT,DE,0.09440639269406392
AT,IT,0.6286529680365297
BE,DE,0.8178082191780822
BE,FR,0.4026255707762557
BE,NL,0.4985159817351598
BE,UK,0.8969178082191781
CH,DE,0.5944063926940639
CH,FR,0.6513698630136986
CH,IT,0.657648401826484
CZ,DE,0.20970319634703197
CZ,PL,0.803082191780822
DE,DK,0.38995433789954337
DE,FR,0.8874429223744292
DE,NL,0.6755707762557077
DE,NO,0.8621004566210045
DE,PL,0.8546803652968037
DE,SE,0.7160958904109589
DK,NL,0.7589041095890411
DK,NO,0.5424657534246575
DK,SE,0.37876712328767126
ES,FR,0.833904109589041
FR,IT,0.7229452054794521
FR,UK,0.9125570776255708
NL,NO,0.9351598173515981
NL,UK,0.9268264840182648
NO,SE,0.5732876712328767
PL,SE,0.8553652968036529
