from,to,constrained_maximum_mean
AT,CH,0.28618721461187213
AT,CZ,0.29098173515981735
AT,DE,0.02899543378995434
AT,IT,0.6253424657534247
BE,DE,0.6810502283105023
BE,FR,0.301027397260274
BE,NL,0.3641552511415525
BE,UK,0.888013698630137
CH,DE,0.43424657534246575
CH,FR,0.49703196347031964
CH,IT,0.3038812785388128
CZ,DE,0.08082191780821918
CZ,PL,0.7844748858447489
DE,DK,0.2650684931506849
DE,FR,0.44771689497716893
DE,NL,0.4328767123287671
DE,NO,0.6839041095890411
DE,PL,0.6603881278538812
DE,SE,0.678082191780822
DK,NL,0.28664383561643836
DK,NO,0.3910958904109589
DK,SE,0.3781963470319635
ES,FR,0.8373287671232876
FR,IT,0.5852739726027397
FR,UK,0.9465753424657535
NL,NO,0.6606164383561643
NL,UK,0.916324200913242
NO,SE,0.4482876712328767
PL,SE,0.7671232876712328
