from,to,constrained_maximum_mean
AT,CH,0.6146118721461187
AT,CZ,0.23333333333333334
AT,DE,0.13641552511415525
AT,IT,0.9505707762557077
BE,DE,0.7070776255707762
BE,FR,0.679337899543379
BE,NL,0.7018264840182649
BE,UK,0.9877853881278539
CH,DE,0.7808219178082192
CH,FR,0.7610730593607306
CH,IT,0.9067351598173516
CZ,DE,0.21929223744292237
CZ,PL,0.9622146118721461
DE,DK,0.5777397260273973
DE,FR,0.8731735159817352
DE,NL,0.9738584474885845
DE,NO,0.9751141552511415
DE,PL,0.9631278538812785
DE,SE,0.9577625570776256
DK,NL,0.9833333333333333
DK,NO,0.8570776255707763
DK,SE,0.7704337899543379
ES,FR,0.8591324200913242
FR,IT,0.9170091324200913
FR,UK,0.9997716894977169
NL,NO,0.9549086757990868
NL,UK,0.9825342465753425
NO,SE,0.13116438356164384
PL,SE,0.9987442922374429
