zone,mc_el_mean_mean,mc_el_mean_std
FR,30.598668963329555,19.42534402257348
AT,34.702855477714785,8.302086382032732
BE,24.70725172312124,8.471058792659342
CH,16.083007556852284,1.3479859650480932
CZ,12.395383085773277,1.770982057935418
DE,24.87795522805214,5.7315266146281045
DK,32.811668263887306,7.335191897996471
ES,34.83073960183628,9.599927859717278
IT,61.02763198373509,25.560085687929597
PL,84.82825350096587,65.83753587959683
SE,22.685157656822874,3.550492564075056
UK,43.96311596012857,5.873838742078158
NO,7.943191655843518,1.0825473438606683
NL,45.4107879071987,12.364284478075263
