from,to,constrained_maximum_mean
AT,CH,0.42968036529680365
AT,CZ,0.4557077625570776
AT,DE,0.14897260273972604
AT,IT,0.6195205479452055
BE,DE,0.7429223744292237
BE,FR,0.5304794520547945
BE,NL,0.4247716894977169
BE,UK,0.8995433789954338
CH,DE,0.488013698630137
CH,FR,0.6602739726027397
CH,IT,0.5707762557077626
CZ,DE,0.16860730593607307
CZ,PL,0.8665525114155251
DE,DK,0.33470319634703194
DE,FR,0.6581050228310502
DE,NL,0.7190639269406393
DE,NO,0.8300228310502283
DE,PL,0.792351598173516
DE,SE,0.7291095890410959
DK,NL,0.5853881278538813
DK,NO,0.5601598173515981
DK,SE,0.6600456621004567
ES,FR,0.8865296803652968
FR,IT,0.6754566210045662
FR,UK,0.9722602739726027
NL,NO,0.8375570776255707
NL,UK,0.9335616438356165
NO,SE,0.6502283105022831
PL,SE,0.8504566210045662
