zone,mc_el_mean_mean,mc_el_mean_std
FR,143.07528734903116,77.84828517013638
AT,35.054183166277035,9.281315408189315
BE,46.39452764256278,28.351216301739807
CZ,10.243736318667413,1.5216551770717284
DE,25.6554433343518,6.056164877581417
DK,32.98315569121307,6.765454397419293
ES,40.52627478978145,9.883169855019599
IT,63.810611332940844,25.04920048997016
PL,37.30664827565376,5.792187244366394
SE,24.39299675577352,3.350846202930587
UK,52.292403262601354,5.321532440288571
CH,15.526085323115117,1.6222757590739585
NO,7.889836367825864,0.925220367655442
NL,42.14546770549732,10.3231218633364
