zone,mc_el_maximum_mean,mc_el_maximum_std
FR,746.7400124568867,398.8834067833926
AT,100.99274276766488,32.374596099180344
BE,197.0710917153359,247.10548126779486
CZ,49.420126657472004,181.8357283248802
DE,136.84306917332117,145.16040832383476
DK,103.19396851313198,44.839282870903475
ES,81.6206185104778,29.589931217906983
IT,83.20751378131233,16.29948922429928
NO,87.70693917001255,1.2548904859566231e-11
PL,983.7846230986673,120.8130770330813
SE,129.8868290081394,105.98184077282019
UK,151.3483722248259,174.42554846974346
CH,23.962502942859924,0.6412982173080207
NL,85.0543767747483,27.714085491971254
