zone,mc_el_mean_mean,mc_el_mean_std
FR,188.53811351840932,85.27870198159533
AT,56.2238627709819,16.017624862801505
BE,67.5599094818878,47.241740550071405
CZ,20.293720555505434,44.88932372431105
DE,50.2046927588683,24.87250860751489
DK,48.477445219490264,18.59408835532446
ES,33.32023931947875,9.450412241520365
IT,67.81972877033556,23.869182411402562
NO,45.891624645014346,5.834857094622886
PL,306.4637946369062,61.089712700089585
SE,43.9784796463086,23.312787078905238
UK,57.03288937272501,36.85412220324263
CH,15.934189757916286,1.8585816296330548
NL,46.30903129211747,13.22787044182985
