zone,mc_el_maximum_mean,mc_el_maximum_std
FR,111.33112680693112,194.4813197622077
AT,68.08136593142753,18.279996569851864
BE,71.11653182349966,43.41959033814246
CH,23.108441172514876,2.401614385623729
CZ,17.64299435844422,3.525299085159907
DE,68.600634446201,19.10772190088328
DK,66.76508189485067,20.19766084181635
ES,79.40878994020404,23.468919332114428
IT,80.6064195786946,20.564495743353625
PL,380.8560442303019,435.8846852170671
SE,65.73678748479918,15.522568727489551
UK,105.2191856617289,9.731014944624382
NO,8.11290053641465,1.3870635974500787
NL,80.23547612459741,14.236908358343083
