from,to,constrained_maximum_mean
AT,CH,0.5734018264840183
AT,CZ,0.3544520547945205
AT,DE,0.09166666666666666
AT,IT,0.9997716894977169
BE,DE,0.7236301369863014
BE,FR,0.9771689497716894
BE,NL,0.4305936073059361
BE,UK,0.9802511415525114
CH,DE,0.37831050228310503
CH,FR,0.9496575342465754
CH,IT,0.9995433789954338
CZ,DE,0.039269406392694065
CZ,PL,0.9374429223744293
DE,DK,0.1363013698630137
DE,FR,0.9517123287671233
DE,NL,0.9343607305936074
DE,NO,0.5865296803652968
DE,PL,0.9450913242009132
DE,SE,0.777283105022831
DK,NL,0.9738584474885845
DK,NO,0.5211187214611872
DK,SE,0.3918949771689498
ES,FR,0.9667808219178082
FR,IT,0.9996575342465753
FR,UK,0.9988584474885844
NL,NO,0.9632420091324201
NL,UK,0.9781963470319635
NO,SE,0.2175799086757991
PL,SE,0.9850456621004566
