from,to,constrained_maximum_mean
AT,CH,0.44052511415525114
AT,CZ,0.48070776255707764
AT,DE,0.09828767123287671
AT,IT,0.6384703196347032
BE,DE,0.8347031963470319
BE,FR,0.40993150684931506
BE,NL,0.49246575342465754
BE,UK,0.8946347031963471
CH,DE,0.6059360730593607
CH,FR,0.671689497716895
CH,IT,0.7097031963470319
CZ,DE,0.20399543378995433
CZ,PL,0.8287671232876712
DE,DK,0.4204337899543379
DE,FR,0.8937214611872146
DE,NL,0.7101598173515982
DE,NO,0.8305936073059361
DE,PL,0.8644977168949771
DE,SE,0.7309360730593607
DK,NL,0.8034246575342465
DK,NO,0.5855022831050228
DK,SE,0.3877853881278539
ES,FR,0.8473744292237443
FR,IT,0.7331050228310503
FR,UK,0.9127853881278539
NL,NO,0.9341324200913242
NL,UK,0.9317351598173516
NO,SE,0.5835616438356165
PL,SE,0.8521689497716894
