zone,max_import_ntc,avg_import,max_export_ntc,avg_export,utilisation_in,utilisation_out
AT,7235,9.555184957765055,7505,-4.2088477920370595,0.0013206890059108576,0.0005608058350482424
BE,6700,10.416196807236576,6200,-6.730148170950799,0.001554656239886056,0.0010855077695081934
CH,8960,19.917699684268797,11340,-25.099274488710726,0.002222957554047857,0.0022133399020027094
CZ,3200,3.2643816005900117,3500,-8.840321130918245,0.0010201192501843787,0.002525806037405213
DE,26030,15.931654655366074,21765,-79.84495280107242,0.0006120497370482548,0.0036685023110991236
DK,6820,14.986298837484362,7545,-22.060583802361588,0.002197404521625273,0.0029238679658530934
ES,2800,9.496784522121349,2600,-1.753426422657875,0.0033917087579004817,0.0006743947779453365
FR,12310,12.933175694360555,17450,-52.20247811295798,0.00105062353325431,0.0029915460236652138
IT,9045,50.949965861249375,4455,0.0,0.0056329426048921365,-0.0
NL,9050,26.798396359619225,8050,-8.034154713568995,0.002961148769018699,0.0009980316414371423
NO,7735,26.65222382845421,7435,-0.45116213315068493,0.003445665653323104,6.0680851802378607e-5
PL,1700,0.7534246575342466,3900,-17.402971485025457,0.00044319097502014507,0.004462300380775758
SE,7350,17.74457109747952,7190,-6.797412778142806,0.002414227360201295,0.0009453981610768854
UK,4000,14.10657635250017,4000,-0.08080108447488596,0.0035266440881250426,2.020027111872149e-5
