from,to,constrained_maximum_mean
AT,CH,0.3434931506849315
AT,CZ,0.41735159817351597
AT,DE,0.12031963470319634
AT,IT,0.6796803652968036
BE,DE,0.7978310502283105
BE,FR,0.5712328767123288
BE,NL,0.44189497716894977
BE,UK,0.9062785388127854
CH,DE,0.45011415525114157
CH,FR,0.5931506849315068
CH,IT,0.7344748858447488
CZ,DE,0.17031963470319636
CZ,PL,0.8523972602739726
DE,DK,0.42442922374429226
DE,FR,0.7288812785388128
DE,NL,0.7462328767123287
DE,NO,0.9401826484018265
DE,PL,0.770662100456621
DE,SE,0.7606164383561644
DK,NL,0.7051369863013699
DK,NO,0.69337899543379
DK,SE,0.7331050228310503
ES,FR,0.8949771689497716
FR,IT,0.7081050228310503
FR,UK,0.9912100456621005
NL,NO,0.9148401826484018
NL,UK,0.9468036529680365
NO,SE,0.6224885844748859
PL,SE,0.8589041095890411
