zone,mc_el_mean_mean,mc_el_mean_std
FR,23.253846105194047,6.095241244514082
AT,32.25782599544775,8.54882652097992
BE,22.176722123143815,7.532846560113429
CH,16.241982345528935,1.3936645326118011
CZ,12.428540857247087,1.7487393903396404
DE,24.575824527821908,5.622650874814264
DK,32.40382555121798,7.207980947930525
ES,34.209150933500375,9.533000460054502
IT,59.21710432281658,28.38732124997756
PL,39.207122040873934,5.885062750285831
SE,23.539683730465914,3.144711814940924
UK,44.08721394043617,5.738160415973667
NO,7.9060954566742385,1.1729351019935335
NL,43.91171023182736,12.49890798539798
