zone,mc_el_mean_mean,mc_el_mean_std
FR,24.895270642474987,8.383322668991681
AT,35.75959654087708,8.30446436080514
BE,24.451237081708385,9.440651571731502
CH,15.98615513949874,1.4011693081876813
CZ,11.9447840824719,3.5151985028297332
DE,25.600820888292407,5.990395703820184
DK,33.99531309560574,7.756987079393875
ES,36.29357286415848,9.927250049676058
IT,62.73299342823548,26.589128976293114
PL,39.78560412828531,8.585114371331244
SE,23.875146748241587,3.401678726196297
UK,44.11692016020739,5.829675299707787
NO,7.825185673862615,0.7076371159118143
NL,46.62265275245108,11.861687546807342
