from,to,constrained_maximum_mean
AT,CH,0.25422374429223743
AT,CZ,0.28698630136986303
AT,DE,0.023744292237442923
AT,IT,0.602283105022831
BE,DE,0.6278538812785388
BE,FR,0.2708904109589041
BE,NL,0.36666666666666664
BE,UK,0.8827625570776255
CH,DE,0.4155251141552511
CH,FR,0.4811643835616438
CH,IT,0.22397260273972602
CZ,DE,0.08207762557077626
CZ,PL,0.7928082191780822
DE,DK,0.25388127853881276
DE,FR,0.4495433789954338
DE,NL,0.4121004566210046
DE,NO,0.677054794520548
DE,PL,0.6616438356164384
DE,SE,0.6762557077625571
DK,NL,0.24098173515981736
DK,NO,0.3852739726027397
DK,SE,0.3715753424657534
ES,FR,0.8305936073059361
FR,IT,0.5692922374429223
FR,UK,0.9409817351598173
NL,NO,0.5085616438356164
NL,UK,0.9105022831050228
NO,SE,0.44874429223744294
PL,SE,0.7506849315068493
