zone,mc_el_maximum_mean,mc_el_maximum_std
FR,58.91810850893245,33.01065762046054
AT,67.65472615594157,18.712286106778762
BE,63.73028426861707,32.927532665940475
CH,23.068133022120513,2.4747844399411925
CZ,17.81643744168281,3.210195781085487
DE,69.09263957255334,18.218884154385066
DK,66.67735752245393,19.809326304174192
ES,79.59712977548912,22.920596472055735
IT,78.12905175899822,23.662585059202122
PL,70.09791533384066,13.04959778124227
SE,69.36844214937243,10.936031870505913
UK,104.71427700631766,10.362696527823523
NO,8.287343081849038,1.938112764825655
NL,75.48278547549451,19.11927451586499
