zone,max_import_ntc,avg_import,max_export_ntc,avg_export,utilisation_in,utilisation_out
AT,5788.0,817.7718262371878,6004.0,-1610.8621357812478,0.14128746134021905,0.26829815719207994
BE,5360.0,2492.5320690657068,4960.0,-2593.766783446962,0.4650246397510647,0.5229368515014037
CH,7168.0,2456.0620039301775,9072.0,-6145.866594378843,0.34264257867329484,0.6774544305973151
CZ,2560.0,276.316710090602,2800.0,-1164.0188248962093,0.1079362148791414,0.4157210088915033
DE,20824.0,7871.954017198186,17412.0,-5996.743438206874,0.3780231471954565,0.3444029082360943
DK,5456.0,2444.928357406544,6036.0,-2480.0469671688743,0.44811736755985043,0.4108759057602509
ES,2240.0,1552.1641268963424,2080.0,-396.78026648018556,0.69293041379301,0.1907597435000892
FR,9848.0,849.761491835903,13960.0,-11304.611806681238,0.08628772256660266,0.809785946037338
IT,7236.0,6698.334303874854,3564.0,-62.76727114926038,0.9256957302204055,0.017611467774764418
NL,7240.0,6077.524203595595,6440.0,-808.5956599236423,0.8394370446955242,0.12555833228627986
NO,6188.0,1029.478012822795,5948.0,-2369.2474685136995,0.16636684111551311,0.39832674319329175
PL,1360.0,1325.4494189768534,3120.0,-54.49753992098128,0.9745951610123922,0.017467160231083745
SE,5880.0,427.61611671755344,5752.0,-2510.65101337418,0.07272382937373358,0.4364831386255528
UK,3200.0,3181.97917374267,3200.0,-3.4160624687740424,0.9943684917945843,0.0010675195214918881
