zone,mc_el_mean_mean,mc_el_mean_std
FR,27.34588033333965,11.961436996263705
AT,34.726240617428616,8.312390280073673
BE,23.549188218146167,7.814620738686173
CH,16.193571515480706,1.3564597624070442
CZ,12.5131526888915,1.668143050310692
DE,24.596296030880215,5.535504851960329
DK,32.30070938421103,7.416371165813025
ES,33.6596061610353,9.531407598264812
IT,59.80254488991355,27.53291744531397
PL,72.01303517238958,57.822967554681526
SE,22.509400076076666,3.4684439257040722
UK,43.55396301602774,6.069827507886442
NO,8.116626823466788,1.5877568022219135
NL,41.97528417525002,14.195021553507221
