zone,mc_el_mean_mean,mc_el_mean_std
FR,16.281273911712876,3.1915232108603493
AT,19.73421113713165,3.798673692775317
BE,14.587080154529552,3.1951123561698527
CH,16.65499080509899,1.4404394016012303
CZ,12.556951040806188,0.7227659815370026
DE,20.087425806493087,3.196332044543829
DK,17.50133148633732,1.1404120250401284
ES,29.133904438972284,6.584871972405324
IT,69.06435352996529,25.429169180770334
PL,38.69437762605567,5.937280458803124
SE,11.710116677913966,0.5860633990568097
UK,36.15053074990388,7.134063712658849
NO,7.79214890815056,0.6422574444986195
NL,32.622277831134724,16.045159708125713
