zone,max_import_ntc,avg_import,max_export_ntc,avg_export,utilisation_in,utilisation_out
AT,8682.0,1786.9958001233222,9006.0,-898.8808354706721,0.20582766645050934,0.0998091089796438
BE,8040.0,4006.1064514082623,7440.0,-2665.0641095294313,0.4982719466925699,0.35820754160341817
CH,10752.0,3644.320796176754,13608.0,-6488.75359798719,0.33894352643012965,0.47683374470805334
CZ,3840.0,332.78490882406555,4200.0,-1131.43615672458,0.08666273667293374,0.26938956112490003
DE,31236.0,6279.252421444114,26118.0,-8437.002485830782,0.2010261371956753,0.32303401814192445
DK,8184.0,2765.252099294532,9054.0,-2476.8547451444642,0.33788515387274337,0.2735646946260729
ES,3360.0,2905.93076231708,3120.0,-68.5851651973921,0.8648603459277023,0.02198242474275388
FR,14772.0,412.2260142880925,20940.0,-18348.176924607116,0.027905904027084517,0.8762262141646188
IT,10854.0,10820.846130604883,5346.0,-0.47202743901129574,0.996945469928587,8.829544313716717e-5
NL,10860.0,6764.169227842951,9660.0,-1404.5135721570475,0.6228516784385775,0.14539477972640244
NO,9282.0,1971.2760780266772,8922.0,-2611.695199635408,0.21237622042950627,0.2927253081859906
PL,2040.0,1355.1975205550298,4680.0,-1346.428329413463,0.664312510075995,0.28769836098578266
SE,8820.0,1101.1376127131118,8628.0,-3043.56622623516,0.1248455343212145,0.35275454638794157
UK,4800.0,4777.660846937664,4800.0,-1.7272951848220304,0.99534600977868,0.0003598531635045897
