from,to,constrained_maximum_mean
AT,CH,0.4375570776255708
AT,CZ,0.45228310502283103
AT,DE,0.14417808219178083
AT,IT,0.6068493150684932
BE,DE,0.7028538812785388
BE,FR,0.4988584474885845
BE,NL,0.4288812785388128
BE,UK,0.9015981735159817
CH,DE,0.4899543378995434
CH,FR,0.6410958904109589
CH,IT,0.48070776255707764
CZ,DE,0.18584474885844748
CZ,PL,0.8638127853881279
DE,DK,0.26643835616438355
DE,FR,0.6461187214611872
DE,NL,0.6769406392694064
DE,NO,0.7777397260273973
DE,PL,0.7894977168949772
DE,SE,0.7133561643835616
DK,NL,0.49269406392694065
DK,NO,0.5167808219178082
DK,SE,0.6220319634703196
ES,FR,0.8744292237442922
FR,IT,0.655365296803653
FR,UK,0.9697488584474886
NL,NO,0.5125570776255708
NL,UK,0.9222602739726027
NO,SE,0.6689497716894978
PL,SE,0.8594748858447488
