zone,mc_el_mean_mean,mc_el_mean_std
FR,188.10392665983068,81.4503499593678
AT,44.37667721708872,11.960195748607372
BE,70.57484006463909,49.61257980613187
CZ,31.51785960910454,65.09151504174551
DE,48.5586953289449,25.054891265850703
DK,46.77973745292518,18.065652397162278
ES,32.05308807115985,9.209636503647635
IT,65.2449456697847,23.90072194561901
NO,45.7928213220965,5.580067713539646
PL,304.6878703278862,59.021753494321175
SE,46.25275472858943,26.01889673625216
UK,53.87482724031275,29.7556673276778
CH,16.087437720251764,1.8152850755781313
NL,44.653447369326116,11.129293693693983
