zone,mc_el_mean_mean,mc_el_mean_std
FR,171.01679152075906,89.09892097994299
AT,58.418692075332785,18.567099175326124
BE,57.6800497120548,35.368871700355875
CZ,15.425094062041806,27.944032674586694
DE,47.24263582307845,19.74444719613492
DK,43.99086122782877,13.811926117407474
ES,32.10371528877586,9.157109214862233
IT,65.19695995873751,23.757373003321003
NO,45.91068728924392,6.700327740939427
PL,305.10059737879527,62.51602904381821
SE,33.588488504220614,14.89293162470578
UK,52.61378375726223,26.98472778023899
CH,16.312076411348823,1.8673457906181263
NL,42.677104446413104,10.002460489915306
