zone,hour,value
FR,1,41370.6623347
FR,2,31334.3816467
FR,3,31740.608334700002
FR,4,34883.3543347
FR,5,25556.785646700002
FR,6,34604.9363347
FR,7,34927.8093347
FR,8,19483.960646700005
FR,9,21529.6133347
FR,11,3146.230334699998
FR,13,2237.250334700002
FR,14,5637.409334700002
FR,15,10933.613478133733
FR,16,25456.0793347
FR,17,26816.752646700006
FR,18,40027.1793347
FR,19,36373.7783347
FR,20,31401.130646700003
FR,21,37954.3413347
FR,22,38911.150334699996
FR,23,30848.7736467
FR,24,31928.339334700002
FR,25,35186.2183347
FR,26,25270.087646699998
FR,27,31495.0683347
FR,28,21475.1546467
FR,29,17601.323646700002
FR,30,34501.703334699996
FR,31,36716.3643347
FR,32,29002.348646700004
FR,33,33845.8823347
FR,34,30312.680334699995
FR,35,13156.574646700006
FR,36,27242.8083347
FR,37,26070.5413347
FR,38,17927.1296467
FR,39,29743.061334700003
FR,40,35985.5903347
FR,41,27755.467646700003
FR,42,46320.81459583834
FR,43,46789.37705157151
FR,44,34421.5345661195
FR,45,39611.6894515715
FR,46,40803.804754119505
FR,47,27972.086966119496
FR,48,39043.4220515715
FR,49,36191.257854119496
FR,50,25378.710363571503
FR,51,30502.531334699997
FR,52,22644.114334700003
FR,53,13560.687646700004
FR,54,29243.024067160346
FR,55,31127.8767541195
FR,56,23846.528163571504
FR,57,31681.8061541195
FR,58,29655.8613347
FR,59,12521.3516467
FR,60,26293.358334699995
FR,61,24850.024451571502
FR,62,15896.791646700003
BE,63,67.29011687150023
FR,63,26284.673334699997
BE,64,1841.815016871501
FR,64,29957.5623347
BE,65,647.058816871499
FR,65,20421.850646700004
BE,66,1584.9453310076026
FR,66,37733.1043347
FR,67,37831.1943347
FR,68,26105.9196467
FR,69,31728.4366541195
FR,70,32863.9781515715
FR,71,20129.3341635715
FR,72,31484.931854119503
FR,73,28646.6203541195
FR,74,18012.4236635715
FR,75,23768.7069515715
FR,76,21869.3155515715
FR,77,12856.544766119505
FR,78,17857.036451571505
FR,79,24548.228051571503
FR,80,17028.6797661195
FR,81,24354.621314743268
FR,82,20298.3863347
FR,83,6886.461646700001
FR,84,13117.447334700002
FR,85,10020.907334699994
FR,86,10708.8143347
FR,87,10555.323334700006
FR,88,17371.7456467
BE,89,1414.8516168715005
FR,89,24883.2306467
BE,90,1820.8617168715018
FR,90,39136.0233347
BE,91,1677.7525168714992
FR,91,40814.9443347
BE,92,428.25103809977304
FR,92,30107.2166467
BE,93,723.6872168715008
FR,93,36361.5093347
BE,94,830.7844168714992
FR,94,31708.2383347
FR,95,29335.778646700004
BE,96,234.11861687150122
FR,96,36075.0233347
FR,97,34346.0354515715
FR,98,24059.6605635715
FR,99,29961.4598541195
FR,100,29144.184454119502
FR,101,17945.2670635715
BE,102,662.2418168714999
FR,102,39108.4943347
BE,103,1888.5066168715011
FR,103,46490.15333469999
BE,104,2376.1761168714993
FR,104,39271.5016467
BE,105,425.48531687150034
FR,105,39476.7323347
FR,106,28934.306651571507
FR,107,10195.382863571498
FR,108,9259.570334700002
FR,109,13354.260051571504
FR,110,17331.162854119506
BE,111,1177.0373168715005
FR,111,15578.9936467
BE,112,2268.4455168715003
FR,112,37788.453334699996
BE,113,3076.620316871501
FR,113,48905.8563347
