zone,max_import_ntc,avg_import,max_export_ntc,avg_export,utilisation_in,utilisation_out
AT,5788.0,629.2528895954767,6004.0,-1675.9003005560382,0.10871680884510655,0.2791306296728911
BE,5360.0,2734.280033491099,4960.0,-1169.9971715007132,0.5101268719199812,0.23588652651224057
CH,7168.0,2011.878134193268,9072.0,-3402.097724598365,0.2806749629175876,0.3750107721118127
CZ,2560.0,1053.1728897120204,2800.0,-410.39125026277736,0.41139566004375794,0.14656830366527762
DE,20824.0,4762.90420724309,17412.0,-6576.704618097766,0.22872186934513494,0.3777110394037311
DK,5456.0,1148.715064061175,6036.0,-2576.5822460457307,0.21054161731326523,0.42686915938464726
ES,2240.0,1328.9490664964758,2080.0,-683.7384104332755,0.5932808332573553,0.32872038963138245
FR,9848.0,2099.0811844094833,13960.0,-7974.262055790427,0.21314796754767296,0.5712222103001738
IT,7236.0,4032.892111151564,3564.0,-362.7586289264223,0.557337218235429,0.10178412708373241
NL,7240.0,3099.6043623965124,6440.0,-1814.1983135634755,0.4281221495022807,0.28170781266513595
NO,6188.0,1491.656740386418,5948.0,-2831.383944707232,0.2410563575285097,0.47602285553248685
PL,1360.0,296.33211244217273,3120.0,-1901.5948247964889,0.21789125914865642,0.6094855207681054
SE,5880.0,4079.284837506845,5752.0,-323.98033445252173,0.6937559247460621,0.05632481475182923
UK,3200.0,3004.627349642162,3200.0,-69.04115899653024,0.9389460467631756,0.0215753621864157
