zone,max_import_ntc,avg_import,max_export_ntc,avg_export,utilisation_in,utilisation_out
AT,8682.0,1145.5322408376217,9006.0,-2396.4013322759,0.13194335876959476,0.26608942174948924
BE,8040.0,3453.9395040049426,7440.0,-2102.6527635603748,0.42959446567225656,0.2826146187581149
CH,10752.0,4301.775729927171,13608.0,-5130.143744606237,0.4000907486911431,0.3769946902267958
CZ,3840.0,1445.4058011182415,4200.0,-417.1810188389124,0.3764077607078754,0.09932881400926485
DE,31236.0,2793.7410301193904,26118.0,-16390.707075254202,0.08943978198615028,0.6275636371565282
DK,8184.0,1494.8969098314603,9054.0,-3286.101973990967,0.18266091273600443,0.3629447729170496
ES,3360.0,0.8550405493442337,3120.0,-3004.2984958533098,0.0002544763539714981,0.9629161845683685
FR,14772.0,13104.089232268963,20940.0,-706.8081736412339,0.8870897124471272,0.0337539719981487
IT,10854.0,4236.46269593478,5346.0,-2536.582274215581,0.3903134969536373,0.47448228099805106
NL,10860.0,5924.842733772032,9660.0,-2839.421790038851,0.5455656292607765,0.29393600310961193
NO,9282.0,1972.234192888443,8922.0,-3312.0036485793667,0.21247944331916,0.3712176248127512
PL,2040.0,372.6868192600365,4680.0,-3498.6803911792967,0.1826896172843316,0.7475812801665164
SE,8820.0,6175.130654936473,8628.0,-246.4577132711289,0.7001281921696682,0.02856487172822542
UK,4800.0,2015.5800319450482,4800.0,-2569.7322220885862,0.41991250665521834,0.5353608796017888
